First,Last,Year,#,Asset,Asset Type,Owner,Value,Income Type,Income
ROY,BLUNT,2020,<td>1</td>,"<td class=""span4""><strong class=""marginit-right"">Hartford Capital Appreciation Fund</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>2</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=LMT"" target=""_blank"">LMT</a> - Lockheed Martin Corporation</strong><div class=""muted""><em>Filer comment:  </em>Gift from my parents more than 15 years ago.</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2020,<td>3</td>,"<td class=""span4""><strong class=""marginit-right"">Child 1 529</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,<td></td>,<td></td>,<td></td>
ROY,BLUNT,2020,<td>3.1</td>,"<td class=""span4""><strong class=""marginit-right"">Vanguard Aggressive Growth Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>3.2</td>,"<td class=""span4""><strong class=""marginit-right"">Vanguard Moderate Growth Portfolio</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>4</td>,"<td class=""span4""><strong class=""marginit-right"">MO</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, </td>","<td>$201 - $1,000</td>"
ROY,BLUNT,2020,<td>5</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=KHC"" target=""_blank"">KHC</a> - The Kraft Heinz Company</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2020,<td>6</td>,"<td class=""span4""><strong class=""marginit-right"">PMI - Philip Morris International Inc.</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2020,<td>7</td>,"<td class=""span4""><strong class=""marginit-right""><a href=""http://finance.yahoo.com/q?s=MDLZ"" target=""_blank"">MDLZ</a> - Mondelez International, Inc.</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2020,<td>8</td>,"<td class=""span4""><strong class=""marginit-right"">401K MO</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2020,<td>9</td>,"<td class=""span4""><strong class=""marginit-right"">401K Kraft Heinz</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, </td>","<td>$201 - $1,000</td>"
ROY,BLUNT,2020,<td>10</td>,"<td class=""span4""><strong class=""marginit-right"">401-K PMI Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2020,<td>11</td>,"<td class=""span4""><strong class=""marginit-right"">401K Interest Income Fund</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>12</td>,"<td class=""span4""><strong class=""marginit-right"">401K International Equity Fund</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>13</td>,"<td class=""span4""><strong class=""marginit-right"">Government Obligation Fund</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>14</td>,"<td class=""span4""><strong class=""marginit-right"">401K MDLZ</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2020,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">401K US Mid Cap Equity Index Fund</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>16</td>,"<td class=""span4""><strong class=""marginit-right"">401K US Large Cap Equity Index Fund</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>17</td>,"<td class=""span4""><strong class=""marginit-right"">Churchill Coffee LTD Springfield MO</strong><div class=""muted""><em>Company:</em> Churchill Coffee LTD Springfield MO (Springfield, MO) <em>Description:</em> Roaster and Retailer of Coffee </div></td>","<td>Business Entity<div class=""muted"">Limited Liability Company (LLC)</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>18</td>,"<td class=""span4""><strong class=""marginit-right"">Farm</strong><div class=""muted""><em>Description:</em> 5 Undeveloped Acres in Strafford, MO (Strafford, MO) </div></td>",<td>Farm</td>,<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>19</td>,"<td class=""span4""><strong class=""marginit-right"">Abigail P Blunt Revocable Trust</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Trust<div class=""muted"">General Trust</div></td>",<td>Spouse</td>,<td></td>,<td></td>,<td></td>
ROY,BLUNT,2020,<td>19.1</td>,"<td class=""span4""><strong class=""marginit-right"">Single Family Home</strong><div class=""muted""><em>Description:</em> Lot 32, Square 1436 (Washington, DC) </div></td>","<td>Real Estate<div class=""muted"">Residential</div></td>",<td>Spouse</td>,"<td>$1,000,001 - $5,000,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>20</td>,"<td class=""span4""><strong class=""marginit-right"">Roy D Blunt Revocable Trust</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Trust<div class=""muted"">General Trust</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
ROY,BLUNT,2020,<td>20.1</td>,"<td class=""span4""><strong class=""marginit-right"">Family Farm</strong><div class=""muted""><em>Description:</em> Farm (Strafford, MO) </div></td>",<td>Farm</td>,<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>21</td>,"<td class=""span4""><strong class=""marginit-right"">State of Missouri Retirement Plan</strong><div class=""muted""></div></td>","<td>Retirement Plans<div class=""muted"">Defined Benefit Pension Plan</div></td>",<td>Self</td>,<td>Unascertainable</td>,"<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2020,<td>22</td>,"<td class=""span4""><strong class=""marginit-right"">Ayco Diversified ETF</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Exchange Traded Fund/Note</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>Interest, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>1</td>,"<td class=""span4""><strong class=""marginit-right"">Lockheed Martin</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2017,<td>2</td>,"<td class=""span4""><strong class=""marginit-right"">Hartford Capitol Appreciated</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>3</td>,"<td class=""span4""><strong class=""marginit-right"">Child 1 529</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""><em>Filer comment:  </em>Aggressive Age Based Vanguard Moderate Growth</div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,<td></td>,<td></td>,<td></td>
ROY,BLUNT,2017,<td>3.1</td>,"<td class=""span4""><strong class=""marginit-right"">Vanguard Aggressive Growth Portfolio</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 Prepaid Tuition</div></td>",<td>Child</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>3.2</td>,"<td class=""span4""><strong class=""marginit-right"">Vanguard Moderate Growth Portfolio</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 Prepaid Tuition</div></td>",<td>Child</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>4</td>,"<td class=""span4""><strong class=""marginit-right"">Altria Group</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>5</td>,"<td class=""span4""><strong class=""marginit-right"">KHC - The Kraft Heinz Company</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, Capital Gains, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2017,<td>6</td>,"<td class=""span4""><strong class=""marginit-right"">PMI</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2017,<td>7</td>,"<td class=""span4""><strong class=""marginit-right"">Mondelez Int Inc</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2017,<td>8</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Altria Group Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2017,<td>9</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Kraft Heinz</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2017,<td>10</td>,"<td class=""span4""><strong class=""marginit-right"">401-K PMI Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2017,<td>11</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Interest Income Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>12</td>,"<td class=""span4""><strong class=""marginit-right"">401-K International Equity Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>13</td>,"<td class=""span4""><strong class=""marginit-right"">U.S. Government Obligations Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>14</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Mondelez Int. Inc. </strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2017,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">401-K US Mid-Cap Equity Index Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>16</td>,"<td class=""span4""><strong class=""marginit-right"">401-K US Large Cap Equity Index Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$250,001 - $500,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>17</td>,"<td class=""span4""><strong class=""marginit-right"">Churchill Coffee LTD, Springfield, MO (Wholesale coffee business)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>18</td>,"<td class=""span4""><strong class=""marginit-right"">11 Undeveloped Acres in Strafford, MO</strong><div class=""muted""><em>Description:</em> 11 Undeveloped Acres (Straffor, MO) </div></td>",<td>Farm</td>,<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>19</td>,"<td class=""span4""><strong class=""marginit-right"">Abigail P. Blunt Revocable Trust</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Trust<div class=""muted"">General Trust</div></td>",<td>Spouse</td>,<td></td>,<td></td>,<td></td>
ROY,BLUNT,2017,<td>19.1</td>,"<td class=""span4""><strong class=""marginit-right"">Lot 32, Sq1436 Washington, DC 20016</strong><div class=""muted""><em>Description:</em> Single Family Home (Washington, DC) </div></td>","<td>Real Estate<div class=""muted"">Residential</div></td>",<td>Spouse</td>,"<td>$1,000,001 - $5,000,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>20</td>,"<td class=""span4""><strong class=""marginit-right"">Roy D Blunt Revocable Trust</strong><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Trust<div class=""muted"">General Trust</div></td>",<td>Self</td>,<td></td>,<td></td>,<td></td>
ROY,BLUNT,2017,<td>20.1</td>,"<td class=""span4""><strong class=""marginit-right"">Family Farm</strong><div class=""muted""><em>Description:</em> Farm (Strafford, MO) </div></td>",<td>Farm</td>,<td>Self</td>,"<td>$250,001 - $500,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2017,<td>21</td>,"<td class=""span4""><strong class=""marginit-right"">State of Missouri Retirement Plan</strong><div class=""muted""><em>Filer comment:  </em>Senate Ethics has requested that we add the State Retirement Plan to Part 3 Assets</div></td>","<td>Retirement Plans<div class=""muted"">Defined Benefit Pension Plan</div></td>",<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>1</td>,"<td class=""span4""><strong class=""marginit-right"">Lockheed Martin</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2015,<td>2</td>,"<td class=""span4""><strong class=""marginit-right"">Hartford Capitol Appreciated</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>3</td>,"<td class=""span4""><strong class=""marginit-right"">Child 1 529</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""addUnderlyingAssets noWrap""></div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,<td></td>,"<td>Excepted Investment Fund, </td>",<td></td>
ROY,BLUNT,2015,<td>3.1</td>,"<td class=""span4""><strong class=""marginit-right"">Most Aggressive Fund</strong><div class=""muted""></div></td>","<td>Mutual Funds<div class=""muted"">Mutual Fund</div></td>",<td>Child</td>,"<td>$15,001 - $50,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>4</td>,"<td class=""span4""><strong class=""marginit-right"">MO 529 Account Vanguard Growth Fund</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>5</td>,"<td class=""span4""><strong class=""marginit-right"">Altria Group</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, </td>","<td>$201 - $1,000</td>"
ROY,BLUNT,2015,<td>6</td>,"<td class=""span4""><strong class=""marginit-right"">KHC - The Kraft Heinz Company</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, Capital Gains, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2015,<td>7</td>,"<td class=""span4""><strong class=""marginit-right"">PMI</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2015,<td>8</td>,"<td class=""span4""><strong class=""marginit-right"">Mondelez Int Inc</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2015,<td>9</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Altria Group Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2015,<td>10</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Kraft Heinz</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2015,<td>11</td>,"<td class=""span4""><strong class=""marginit-right"">401-K PMI Stock</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2015,<td>12</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Interest Income Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>13</td>,"<td class=""span4""><strong class=""marginit-right"">401-K International Equity Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>14</td>,"<td class=""span4""><strong class=""marginit-right"">U.S. Government Obligations Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>15</td>,"<td class=""span4""><strong class=""marginit-right"">401-K Mondelez Int. Inc. </strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2015,<td>16</td>,"<td class=""span4""><strong class=""marginit-right"">401-K US Mid-Cap Equity Index Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>17</td>,"<td class=""span4""><strong class=""marginit-right"">401-K US Large Cap Equity Index Fund</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>18</td>,"<td class=""span4""><strong class=""marginit-right"">Churchill Coffee LTD, Springfield, MO (Wholesale coffee business)</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$15,001 - $50,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>19</td>,"<td class=""span4""><strong class=""marginit-right"">11 Undeveloped Acres in Strafford, MO</strong><div class=""muted""><em>Description:</em> 11 Undeveloped Acres (Straffor, MO) </div></td>",<td>Farm</td>,<td>Self</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2015,<td>20</td>,"<td class=""span4""><strong class=""marginit-right"">Abigail P. Blunt Revocable Trust Lot 32, Sq1436 Washington, DC 20016</strong><div class=""muted""></div></td>","<td>Trust<div class=""muted"">General Trust</div></td>",<td>Spouse</td>,"<td>$1,000,001 - $5,000,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>1</td>,"<td class=""span4""><strong class=""marginit-right"">Lockheed Martin</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$15,001 - $50,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2013,<td>2</td>,"<td class=""span4""><strong class=""marginit-right"">Hartford Capitol Appreciated</strong><div class=""muted""><em>Filer comment:  </em>Mutual Fund</div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Self</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>3</td>,"<td class=""span4""><strong class=""marginit-right"">Cisco Systems</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>4</td>,"<td class=""span4""><strong class=""marginit-right"">MO 529 Account-Most Aggressive Fund</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>5</td>,"<td class=""span4""><strong class=""marginit-right"">MO 529 Account Vanguard Growth Fund</strong><div class=""muted""><em>Institution:</em> State of Missouri</div><div class=""muted""></div></td>","<td>Education Savings Plans<div class=""muted"">529 College Savings Plan</div></td>",<td>Child</td>,"<td>$1,001 - $15,000</td>","<td>Excepted Investment Fund, </td>",<td>None (or less than $201)</td>
ROY,BLUNT,2013,<td>6</td>,"<td class=""span4""><strong class=""marginit-right"">Altria Group</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$1,001 - $15,000</td>","<td>Dividends, </td>","<td>$201 - $1,000</td>"
ROY,BLUNT,2013,<td>7</td>,"<td class=""span4""><strong class=""marginit-right"">Kraft Foods</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>Dividends, Capital Gains, </td>","<td>$2,501 - $5,000</td>"
ROY,BLUNT,2013,<td>8</td>,"<td class=""span4""><strong class=""marginit-right"">PMI</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$5,001 - $15,000</td>"
ROY,BLUNT,2013,<td>9</td>,"<td class=""span4""><strong class=""marginit-right"">Mondelez Int Inc</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$100,001 - $250,000</td>","<td>Dividends, </td>","<td>$1,001 - $2,500</td>"
ROY,BLUNT,2013,<td>10</td>,"<td class=""span4""><strong class=""marginit-right"">Kraft Vested Options</strong><div class=""muted""></div></td>","<td>Corporate Securities<div class=""muted"">Stock</div></td>",<td>Spouse</td>,"<td>$50,001 - $100,000</td>","<td>None, </td>",<td>None (or less than $201)</td>
